Word,Count
284,1
748135,1
114218,1
1024535,1
Viva Pedro,1
579539,1
793650.864302566,1
285,1
335887,1
48819,1
437906,1
2006 Academy Award Nominated Short Films,1
335090,1
436866.927091552,1
286,1
508695,2
70848,1
635507,1
A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation,1
635507.0,1
644635,2
85951,1
770980,1
2009 Oscar Shorts,1
770980.0,1
288,1
1173911,1
148783,1
1334584,1
2010 Oscar Shorts,1
1018169,1
1157525.61880415,1
289,1
1510823,1
190518,1
1708946,1
2011 Oscar Shorts,1
1352152,1
1529467.54966796,1
290,1
1900200,1
238718,1
2141300,1
2012 Oscar Shorts,1
1702415,1
1918419.76607726,1
291,1
2142342,2
263510,1
2363685,1
2013 Oscar Shorts,1
2363685.0,1
292,1
5136187,1
628663,1
5639107,1
Saving Christmas,1
2778297,1
3050339.49518952,1
293,1
2412493,2
286179,1
2567026,1
2015 Oscar Shorts,1
2567026.0,1
294,1
2862219,1
330890,1
2968083,1
2016 Oscar Shorts,1
2816816,1
2921000.69342283,1
295,1
4614134,1
514394,1
4614114,1
2017 Oscar Shorts,1
2835355,1
2835342.71013152,1
296,1
4787450,1
533717,1
4787441,1
2018 Oscar Shorts,1
3508777,1
3508770.4037968,1
297,1
Reality,3
16826,2
2059,1
18469,1
The Principle,1
18469.0,1
298,1
604870,1
71751,1
643606,1
Benpao Ba! Xiongdi,1
309297,1
329104.443900342,1
299,1
2027,2
The Cage Fighter,1
2018.0,1

Metric,Value
Average Movies Released,46.7
Average Gross,738207510.7466667
Average Tickets Sold,107874357.24
